City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,shangrao,28.4532,117.9686,49.98,93,100,8.77,CN,1675831246
272,aklavik,68.2191,-135.0107,-19.82,96,100,7.43,CA,1675831057
273,cabo san lucas,22.8909,-109.9124,68.27,41,87,5.32,MX,1675831162
274,ciudad bolivar,8.1222,-63.5497,75.74,77,33,11.36,VE,1675831247
275,cartagena,10.3997,-75.5144,78.42,78,0,6.91,CO,1675831248
276,gornopravdinsk,60.05,69.9,-7.69,100,100,4.25,RU,1675831248
277,constitucion,-35.3333,-72.4167,60.76,63,0,8.23,CL,1675831168
278,nome,64.5011,-165.4064,-12.93,84,0,0.0,US,1675831249
279,borogontsy,62.6683,131.1683,-32.3,93,100,0.4,RU,1675831249
280,beyneu,45.3167,55.2,26.29,60,100,22.79,KZ,1675831249
281,riyadh,24.6877,46.7219,53.74,38,16,5.79,SA,1675831250
282,nouadhibou,20.931,-17.0347,58.98,67,0,19.57,MR,1675831056
283,sedkyrkeshch,61.75,50.9167,19.67,93,75,8.95,RU,1675831250
284,mehamn,71.0357,27.8492,31.95,69,0,27.63,NO,1675831251
285,starogard gdanski,53.964,18.5264,28.72,93,89,6.6,PL,1675831251
286,flin flon,54.7682,-101.865,18.73,92,27,7.34,CA,1675831251
287,soe,-9.8607,124.284,77.2,78,18,5.08,ID,1675830967
288,savyntsi,49.4026,37.0627,14.92,87,6,12.06,UA,1675831252
289,tabou,4.423,-7.3528,78.46,86,100,6.08,CI,1675831252
290,bluefields,12.0137,-83.7635,74.73,92,44,10.11,NI,1675831253
291,vrangel,42.7297,133.0839,27.41,42,3,15.23,RU,1675831253
292,axim,4.8699,-2.2405,77.04,87,99,4.03,GH,1675831138
293,lerwick,60.1545,-1.1494,44.6,74,100,33.08,GB,1675831254
294,zaozerne,45.1582,33.2787,29.46,67,100,24.11,UA,1675831254
295,pisco,-13.7,-76.2167,73.45,83,0,9.22,PE,1675830979
296,muravlenko,63.7898,74.523,-9.22,98,92,10.69,RU,1675831255
297,bose,45.4612,8.0137,27.52,72,7,4.65,IT,1675831255
298,fairbanks,64.8378,-147.7164,2.08,81,100,3.44,US,1675831037
299,yaan,7.3833,8.5667,74.17,41,38,4.34,NG,1675831255
300,izhma,65.0083,53.9113,27.21,93,100,9.48,RU,1675831256
301,puerto baquerizo moreno,-0.9,-89.6,77.25,83,29,5.17,EC,1675831256
302,fukue,32.6881,128.8419,57.56,54,40,13.8,JP,1675831257
303,hailey,43.5196,-114.3153,22.62,79,75,8.05,US,1675831257
304,belen,36.4891,36.2233,30.85,56,90,5.82,TR,1675831257
305,wageningen,51.9667,5.6667,27.79,88,78,5.75,NL,1675831258
306,isangel,-19.55,169.2667,80.92,78,96,4.18,VU,1675831096
307,biloela,-24.4167,150.5,90.18,31,66,14.9,AU,1675830972
308,kahului,20.8947,-156.47,74.28,82,40,18.41,US,1675830844
309,husavik,66.0449,-17.3389,23.23,75,90,17.2,IS,1675831258
310,keffi,8.8486,7.8736,72.55,21,43,3.96,NG,1675831259
311,ures,29.4333,-110.4,55.18,18,0,7.7,MX,1675831259
312,kodino,63.7198,39.6447,31.71,96,100,7.25,RU,1675831259
313,maryborough,-25.5333,152.7,84.16,45,57,13.35,AU,1675830994
314,alekseyevsk,57.8406,108.3492,8.44,91,100,5.01,RU,1675831260
315,atherton,53.5237,-2.4935,37.02,90,58,3.0,GB,1675831260
316,nemuro,43.3236,145.575,26.24,58,23,2.95,JP,1675831261
317,pitimbu,-7.4706,-34.8086,75.79,77,99,8.28,BR,1675831261
318,zhuhai,22.2769,113.5678,66.7,77,40,8.05,CN,1675831261
319,chuy,-33.6971,-53.4616,68.16,86,12,6.11,UY,1675831056
320,taybad,34.74,60.7756,53.89,54,6,14.7,IR,1675831262
321,emba,48.8264,58.1442,5.86,90,40,14.54,KZ,1675831263
322,port blair,11.6667,92.75,84.24,61,40,9.22,IN,1675831102
323,wundanyi,-3.4019,38.364,65.91,70,50,3.13,KE,1675831264
324,saint george,37.1041,-113.5841,42.55,52,0,5.75,US,1675831265
325,bonnyville,54.2668,-110.735,28.2,99,64,4.9,CA,1675831265
326,george town,5.4112,100.3354,85.95,66,20,6.91,MY,1675831259
327,santa rosa,14.3122,121.1114,87.15,66,100,14.76,PH,1675831084
328,camacupa,-12.0167,17.4833,61.09,80,100,0.98,AO,1675831267
329,zhigansk,66.7697,123.3711,-43.82,96,100,6.8,RU,1675831103
330,filingue,14.3521,3.3168,71.67,14,93,10.07,NE,1675831267
331,ganzhou,28.8184,115.4327,52.41,92,96,5.19,CN,1675831268
332,road town,18.4167,-64.6167,75.29,72,13,19.57,VG,1675831254
333,itarema,-2.9248,-39.9167,76.82,82,100,9.06,BR,1675831042
334,north bend,43.4065,-124.2243,44.47,53,100,0.0,US,1675831269
335,flagstaff,35.1981,-111.6513,24.06,59,0,3.44,US,1675831014
336,tairua,-37.0167,175.85,72.66,65,56,10.96,NZ,1675831270
337,tyukhtet,56.5389,89.3011,11.68,90,100,8.55,RU,1675831271
338,nantucket,41.2835,-70.0995,35.89,82,100,12.66,US,1675831090
339,flinders,-34.5833,150.8552,70.57,90,100,3.0,AU,1675831272
340,namibe,-15.1961,12.1522,69.01,78,96,5.82,AO,1675831272
341,ngunguru,-35.6167,174.5,71.78,59,58,2.06,NZ,1675831273
342,cardston,49.2,-113.3019,35.65,60,58,5.75,CA,1675831034
343,capoterra,39.1763,8.9718,47.61,58,40,6.91,IT,1675831274
344,henties bay,-22.116,14.2845,63.9,91,56,4.12,NA,1675831275
345,castro alves,-12.7656,-39.4283,68.4,94,5,3.27,BR,1675831275
346,sibolga,1.7427,98.7792,84.79,55,100,3.0,ID,1675831276
347,bambous virieux,-20.3428,57.7575,80.85,78,40,11.5,MU,1675831043
348,mukhen,48.1,136.1,2.44,64,8,9.01,RU,1675831276
349,buarcos,40.166,-8.8768,43.14,78,69,12.35,PT,1675831277
350,luderitz,-26.6481,15.1594,64.81,82,22,15.61,NA,1675831034
351,vikulovo,56.8167,70.6107,-8.41,100,91,3.0,RU,1675831277
352,clyde river,70.4692,-68.5914,-32.57,68,0,4.61,CA,1675831097
353,tessalit,20.1986,1.0114,65.75,15,63,9.1,ML,1675831084
354,sabla,12.7525,4.7077,70.32,18,99,12.19,NG,1675831278
355,hasaki,35.7333,140.8333,52.2,67,100,18.77,JP,1675831199
356,sao joao da barra,-21.6403,-41.0511,73.87,94,100,3.69,BR,1675831278
357,olafsvik,64.8945,-23.7142,27.86,52,100,28.36,IS,1675831207
358,san cosme y damian,-27.3167,-56.35,80.78,43,39,5.26,PY,1675831279
359,ellisras,-23.6649,27.7443,71.96,62,62,5.86,ZA,1675831280
360,tarrafal,15.2833,-23.7667,66.99,69,10,18.86,CV,1675831281
361,victor harbor,-35.5667,138.6167,69.01,76,16,1.01,AU,1675831281
362,roald,62.5833,6.1333,46.54,49,88,19.57,NO,1675831282
363,brownwood,31.7093,-98.9912,42.55,92,100,12.66,US,1675831283
364,fomboni,-12.28,43.7425,82.26,74,100,14.16,KM,1675831283
365,raub,3.7899,101.857,89.71,61,86,2.86,MY,1675831284
366,rzeszow,50.0413,21.999,28.42,93,75,12.66,PL,1675831030
367,bull savanna,17.8868,-77.5902,70.16,83,1,6.08,JM,1675831284
368,antofagasta,-23.65,-70.4,69.08,83,88,4.59,CL,1675831237
369,gat,31.61,34.7642,45.16,100,47,13.73,IL,1675831095
370,puerto ayacucho,5.6639,-67.6236,77.45,69,55,3.2,VE,1675831285
371,loanda,-8.8368,13.2343,77.0,83,75,5.75,AO,1675831286
372,salamanca,40.8333,-6.0,35.22,91,11,11.74,ES,1675831286
373,pemangkat,1.1667,108.9667,81.79,76,95,6.71,ID,1675831287
374,great yarmouth,52.6083,1.7305,30.34,89,8,6.17,GB,1675831287
375,port macquarie,-31.4333,152.9167,78.89,60,63,10.02,AU,1675831264
376,sukhothai,17.25,99.6667,85.89,51,4,4.61,TH,1675831288
377,port lincoln,-34.7333,135.8667,76.59,51,46,10.69,AU,1675831289
378,namatanai,-3.6667,152.4333,84.43,67,89,10.11,PG,1675831076
379,grand forks,47.9417,-97.4337,35.51,75,0,8.05,US,1675831289
380,mandiana,10.6333,-8.6833,76.57,24,7,4.54,GN,1675831290
381,cayenne,4.9333,-52.3333,77.04,94,100,4.61,GF,1675831014
382,arica,-18.475,-70.3042,71.83,78,0,2.3,CL,1675831235
383,placido de castro,-10.3353,-67.1856,72.99,98,100,2.64,BR,1675831291
384,castro,-24.7911,-50.0119,60.53,96,43,4.83,BR,1675831050
385,tautira,-17.7333,-149.15,80.22,62,6,5.5,PF,1675831081
386,vetluga,57.8557,45.781,12.42,93,98,8.79,RU,1675831292
387,killybegs,54.6333,-8.45,45.59,87,55,17.49,IE,1675831292
388,baherden,38.4362,57.4316,52.81,50,92,6.49,TM,1675831292
389,khasan,42.4308,130.6434,29.86,42,3,17.65,RU,1675831293
390,burnie,-41.0667,145.9167,63.95,88,97,8.12,AU,1675831294
391,shakawe,-18.3667,21.85,66.58,96,100,4.94,BW,1675831127
392,kifri,34.6959,44.9661,45.99,86,100,3.51,IQ,1675831295
393,kerema,-7.9631,145.7785,79.2,83,100,3.8,PG,1675831296
394,dudinka,69.4058,86.1778,-13.09,100,95,5.44,RU,1675831070
395,severnyy,50.677,36.5532,7.92,84,0,7.0,RU,1675831296
396,quelimane,-17.8786,36.8883,76.95,94,40,0.0,MZ,1675831297
397,kloulklubed,7.0419,134.2556,84.7,76,100,18.48,PW,1675831298
398,tocopilla,-22.092,-70.1979,72.59,82,23,2.1,CL,1675831298
399,waipawa,-41.4122,175.5153,65.66,64,17,3.22,NZ,1675831298
400,nizwa,22.9333,57.5333,73.27,36,38,2.68,OM,1675831299
401,charyshskoye,51.3978,83.5598,17.78,91,100,1.61,RU,1675831299
402,leningradskiy,69.3833,178.4167,-25.87,95,100,4.97,RU,1675831300
403,lorengau,-2.0226,147.2712,78.87,90,100,18.05,PG,1675831300
404,batticaloa,7.7102,81.6924,80.89,76,68,10.42,LK,1675831301
405,kavaratti,10.5669,72.642,80.22,71,95,12.91,IN,1675831301
406,gwembe,-16.4975,27.6069,62.92,94,94,3.71,ZM,1675831301
407,concepcion del oro,24.6333,-101.4167,57.27,18,67,4.56,MX,1675831302
408,yulara,-25.2406,130.9889,101.68,14,0,12.35,AU,1675831105
409,roma,43.2128,-75.4557,39.11,82,99,1.01,US,1675831191
410,howard springs,-12.497,131.047,91.85,76,64,9.55,AU,1675831302
411,portland,45.5234,-122.6762,42.39,89,0,4.0,US,1675831012
412,shelburne,44.0787,-80.2041,32.79,96,99,13.71,CA,1675831303
413,madang,-5.2246,145.7966,84.9,76,97,7.54,PG,1675831303
414,cananeia,-25.0147,-47.9267,73.36,89,28,2.21,BR,1675831304
415,beidao,34.5686,105.8933,44.22,69,99,1.61,CN,1675831304
416,porosozero,62.7191,32.727,29.88,97,100,6.85,RU,1675831304
417,callaguip,18.0714,120.4867,86.02,74,20,8.05,PH,1675831305
418,kyabe,9.4515,18.9449,72.79,19,7,5.66,TD,1675831305
419,strezhevoy,60.7333,77.5889,-13.95,99,73,4.94,RU,1675831305
420,alugan,12.2188,125.4808,81.39,70,100,14.81,PH,1675831306
421,ostrovnoy,68.0531,39.5131,28.02,82,11,20.29,RU,1675831290
422,kuytun,54.3419,101.5036,9.52,86,100,4.05,RU,1675831306
423,bambanglipuro,-7.95,110.2833,80.51,78,100,2.3,ID,1675831306
424,torbay,47.6666,-52.7314,26.31,85,75,25.32,CA,1675831185
425,saint anthony,45.0205,-93.218,26.82,80,0,6.91,US,1675831026
426,ardakan,32.31,54.0175,56.21,31,0,13.44,IR,1675831307
427,mandalgarh,25.2,75.1,71.11,25,0,1.86,IN,1675831307
428,honiara,-9.4333,159.95,83.73,74,100,6.8,SB,1675831308
429,castilho,-20.8722,-51.4875,69.21,88,89,3.33,BR,1675831308
430,skibbereen,51.55,-9.2667,48.11,89,93,10.58,IE,1675831309
431,tilichiki,60.4667,166.1,-21.15,90,56,9.8,RU,1675831309
432,talnakh,69.4865,88.3972,-9.22,97,97,7.2,RU,1675831016
433,lamu,-2.2717,40.902,77.22,83,44,10.09,KE,1675831310
434,coatepec,19.45,-96.9667,60.78,70,0,4.52,MX,1675831310
435,hambantota,6.1241,81.1185,84.54,79,20,12.66,LK,1675831310
436,suibara,37.8333,139.2333,42.71,65,75,6.91,JP,1675831311
437,hvide sande,56.0045,8.1294,36.09,92,100,13.94,DK,1675831311
438,valparaiso,-33.0393,-71.6273,60.44,94,0,6.91,CL,1675831311
439,lahad datu,5.0268,118.327,77.41,87,100,1.01,MY,1675831103
440,katsuura,35.1333,140.3,49.77,70,98,17.9,JP,1675831069
441,lebu,-37.6167,-73.65,58.32,89,0,16.49,CL,1675831048
442,taltal,-25.4,-70.4833,69.06,84,21,1.86,CL,1675831222
443,moscow,55.7522,37.6156,19.8,92,63,7.78,RU,1675831188
444,pasni,25.2631,63.471,71.83,54,20,4.56,PK,1675831312
445,karasjok,69.4719,25.5112,30.36,71,67,22.46,NO,1675831313
446,ketchikan,55.3422,-131.6461,34.63,96,100,3.89,US,1675831313
447,skaudvile,55.4167,22.6167,29.93,93,99,7.34,LT,1675831313
448,wajir,1.7471,40.0573,75.16,73,0,5.75,KE,1675831314
449,san miguel,13.4833,-88.1833,73.78,70,10,2.15,SV,1675831314
450,homer,59.6425,-151.5483,24.69,68,75,17.27,US,1675831315
451,guarapari,-20.6667,-40.4975,77.9,94,100,2.3,BR,1675831315
452,broken hill,-31.95,141.4333,89.53,13,0,12.21,AU,1675831315
453,gwanda,-20.9333,29.0,71.04,63,29,6.67,ZW,1675831316
454,ambon,-3.6954,128.1814,89.74,58,20,12.66,ID,1675831316
455,guerrero negro,27.9769,-114.0611,60.08,33,0,2.44,MX,1675831238
456,chhibramau,27.1483,79.4979,69.1,35,0,8.79,IN,1675831316
457,takoradi,4.8845,-1.7554,77.49,87,96,4.79,GH,1675831317
458,katobu,-4.9408,122.5276,89.08,53,82,6.11,ID,1675831317
459,barranca,-10.75,-77.7667,72.57,82,26,4.99,PE,1675831318
460,alice springs,-23.7,133.8833,94.55,29,40,12.66,AU,1675831084
461,mazara del vallo,37.6641,12.588,42.33,88,100,19.15,IT,1675831318
462,nuuk,64.1835,-51.7216,8.98,94,100,9.37,GL,1675831318
463,mabay,6.0577,124.4666,81.25,74,100,4.0,PH,1675831319
464,jieshi,22.8134,115.8257,68.14,72,47,22.97,CN,1675831319
465,deming,32.2687,-107.7586,35.49,69,0,4.61,US,1675831320
466,mertzig,49.8339,6.0075,24.75,73,45,1.01,LU,1675831320
467,vila franca do campo,37.7167,-25.4333,54.01,75,86,11.32,PT,1675831020
468,bitkine,11.9801,18.2138,68.23,21,40,7.02,TD,1675831321
469,derzhavinsk,51.1,66.3167,1.2,98,97,8.5,KZ,1675831321
470,spasskoye,44.6108,132.7969,12.74,83,88,5.14,RU,1675831322
471,praia,14.9215,-23.5087,66.74,63,75,18.41,CV,1675831321
472,iqaluit,63.7506,-68.5145,-27.67,75,75,2.3,CA,1675831073
473,aransas pass,27.9095,-97.15,69.04,94,40,13.8,US,1675831324
474,along,28.1667,94.7667,58.17,84,100,1.43,IN,1675831324
475,zhaotong,27.3167,103.7167,53.22,43,48,2.77,CN,1675831325
476,yarim,14.298,44.3779,54.82,52,68,1.23,YE,1675831326
477,marawi,7.9986,124.2928,78.46,61,78,8.16,PH,1675831327
478,loikaw,19.6742,97.2094,82.11,13,1,3.13,MM,1675831327
479,lahaina,20.8783,-156.6825,75.27,88,21,13.06,US,1675831328
480,xuddur,4.1213,43.8894,73.0,64,1,20.42,SO,1675831328
481,sabha,27.0377,14.4283,51.21,42,97,14.0,LY,1675831329
482,trelew,-43.249,-65.3051,64.9,51,1,4.85,AR,1675831330
483,skelleftea,64.7507,20.9528,28.76,93,59,9.22,SE,1675831330
484,rantepao,-2.9701,119.8978,83.41,55,95,2.44,ID,1675831331
485,houma,29.5958,-90.7195,66.06,92,65,1.99,US,1675831137
486,luanda,-8.8368,13.2343,77.0,83,75,5.75,AO,1675831331
487,olney,39.1532,-77.0669,43.02,75,0,0.0,US,1675831332
488,yamada,39.4667,141.95,35.96,73,100,7.02,JP,1675831333
489,wattegama,6.7989,81.4808,84.43,59,80,9.73,LK,1675831333
490,souillac,-20.5167,57.5167,80.98,78,40,11.5,MU,1675831094
491,pangody,65.85,74.4859,-1.03,91,89,14.97,RU,1675831334
492,byron bay,-28.65,153.6167,82.94,56,90,10.67,AU,1675831129
493,raga,8.4596,25.678,66.29,23,9,6.35,SS,1675831335
494,bowen,-20.0167,148.2333,83.98,74,100,20.76,AU,1675831288
495,nuevo progreso,23.1667,-97.95,68.9,77,57,7.61,MX,1675831335
496,mabaruma,8.2,-59.7833,70.38,99,28,2.19,GY,1675831336
497,camacha,33.0833,-16.3333,51.22,87,40,5.75,PT,1675831337
498,nhulunbuy,-12.2333,136.7667,84.81,79,40,8.05,AU,1675831097
499,esso,55.9333,158.7,8.15,95,100,1.21,RU,1675831338
500,bodden town,19.2833,-81.25,77.7,91,20,19.57,KY,1675831338
501,kikwit,-5.041,18.8162,69.55,85,97,3.2,CD,1675831339
502,makokou,0.5738,12.8642,69.15,97,89,2.39,GA,1675831339
503,haikou,20.0458,110.3417,80.73,65,40,11.18,CN,1675831341
504,duayaw nkwanta,7.1724,-2.1028,70.03,95,86,2.26,GH,1675831341
505,westport,41.1415,-73.3579,37.8,91,100,5.99,US,1675831342
506,harper,4.375,-7.7169,78.51,84,93,6.82,LR,1675831064
507,salinopolis,-0.6136,-47.3561,77.63,87,100,8.23,BR,1675831343
508,fort nelson,58.8053,-122.7002,11.79,92,0,2.3,CA,1675831060
509,jackson,42.4165,-122.8345,40.98,80,20,3.44,US,1675831343
510,goya,-29.14,-59.2626,79.2,32,0,7.27,AR,1675831344
511,karwar,14.8,74.1333,84.13,37,86,0.36,IN,1675831345
512,neiafu,-18.65,-173.9833,83.08,83,75,4.61,TO,1675831346
513,bristol,41.8334,-71.1662,33.73,85,100,4.0,US,1675831347
514,port arthur,38.8,121.2667,35.82,36,0,8.21,CN,1675831347
515,jardim,-21.4803,-56.1381,70.36,98,37,3.56,BR,1675831348
516,la ronge,55.1001,-105.2842,28.65,46,0,9.22,CA,1675831055
517,santa vitoria do palmar,-33.5189,-53.3681,68.58,86,19,6.29,BR,1675831068
518,velikiy ustyug,60.7644,46.3106,23.13,94,100,9.04,RU,1675831173
519,hofn,64.2539,-15.2082,30.61,65,100,16.4,IS,1675831089
520,rudozem,41.4833,24.85,18.46,69,4,4.32,BG,1675831349
521,tete,-16.1564,33.5867,73.49,100,40,0.0,MZ,1675831350
522,severobaykalsk,55.65,109.3167,6.21,82,93,1.83,RU,1675831350
523,severo-kurilsk,50.6789,156.125,23.68,75,25,10.65,RU,1675831058
524,grand-santi,4.25,-54.3833,70.65,100,47,2.19,GF,1675831039
525,moussoro,13.6408,16.4901,64.44,25,100,13.87,TD,1675831351
526,tiko,4.0745,9.3699,78.64,85,86,1.19,CM,1675831352
527,bilma,18.6853,12.9164,64.04,24,100,8.03,NE,1675831069
528,presidencia roque saenz pena,-26.7852,-60.4388,81.21,38,40,6.17,AR,1675831352
529,goksun,38.021,36.4973,7.36,92,90,7.54,TR,1675831353
530,pacific grove,36.6177,-121.9166,47.97,91,0,5.75,US,1675831189
531,saint-georges,12.0564,-61.7485,76.68,83,75,10.36,GD,1675831354
532,alghero,40.5589,8.3181,35.69,87,0,6.91,IT,1675831354
533,tucurui,-3.7661,-49.6725,72.16,98,100,2.73,BR,1675831274
534,sol-iletsk,51.1631,54.9918,-1.52,100,81,6.24,RU,1675831355
535,san jose,37.3394,-121.895,49.35,74,0,8.05,US,1675831178
536,woodhaven,42.1389,-83.2416,37.42,75,100,12.66,US,1675831355
537,mecca,21.4267,39.8261,61.95,56,58,11.99,SA,1675831356
538,carndonagh,55.25,-7.2667,41.76,92,53,15.23,IE,1675831356
539,mahabad,36.7631,45.7222,27.19,86,100,10.51,IR,1675831357
540,mimarsinan,41.0032,28.5377,31.59,69,61,20.62,TR,1675831357
541,preobrazheniye,42.9019,133.9064,27.99,40,16,11.52,RU,1675831038
